Symbol,Timestamp,DateTime,Price,Open,High,Low,Volume,ImpliedVolatility,Turnover,Source
SENSEX,1763139498196,2025-11-14T22:28:18.196,84637.49,84637.49,84806.76,84468.21,1495000,16.80,126533045672.42,YAHOO_FINANCE
SENSEX,1763139438196,2025-11-14T22:27:18.196,84636.03,84636.03,84805.30,84466.76,1496000,16.80,126615500010.25,YAHOO_FINANCE
SENSEX,1763139378196,2025-11-14T22:26:18.196,84634.56,84634.56,84803.83,84465.29,1497000,16.80,126697931065.98,YAHOO_FINANCE
SENSEX,1763139318196,2025-11-14T22:25:18.196,84633.07,84633.07,84802.34,84463.80,1498000,16.80,126780339019.47,YAHOO_FINANCE
SENSEX,1763139258196,2025-11-14T22:24:18.196,84631.57,84631.57,84800.83,84462.31,1499000,16.80,126862724053.15,YAHOO_FINANCE
SENSEX,1763139198196,2025-11-14T22:23:18.196,84630.06,84630.06,84799.32,84460.80,1500000,16.80,126945086352.05,YAHOO_FINANCE
SENSEX,1763139138196,2025-11-14T22:22:18.196,84628.53,84628.53,84797.79,84459.27,1501000,16.80,127027426103.77,YAHOO_FINANCE
SENSEX,1763139078196,2025-11-14T22:21:18.196,84626.99,84626.99,84796.25,84457.74,1502000,16.80,127109743498.49,YAHOO_FINANCE
SENSEX,1763139018196,2025-11-14T22:20:18.196,84625.44,84625.44,84794.69,84456.19,1503000,16.80,127192038728.90,YAHOO_FINANCE
SENSEX,1763138958196,2025-11-14T22:19:18.196,84623.88,84623.88,84793.13,84454.63,1504000,16.80,127274311990.24,YAHOO_FINANCE
SENSEX,1763138898196,2025-11-14T22:18:18.196,84622.30,84622.30,84791.55,84453.06,1505000,16.80,127356563480.25,YAHOO_FINANCE
SENSEX,1763138838196,2025-11-14T22:17:18.196,84620.71,84620.71,84789.95,84451.47,1506000,16.80,127438793399.16,YAHOO_FINANCE
SENSEX,1763138778196,2025-11-14T22:16:18.196,84619.11,84619.11,84788.35,84449.87,1507000,16.80,127521001949.68,YAHOO_FINANCE
SENSEX,1763138718196,2025-11-14T22:15:18.196,84617.50,84617.50,84786.73,84448.26,1508000,16.80,127603189336.96,YAHOO_FINANCE
SENSEX,1763138658196,2025-11-14T22:14:18.196,84615.88,84615.88,84785.11,84446.64,1509000,16.80,127685355768.61,YAHOO_FINANCE
SENSEX,1763138598196,2025-11-14T22:13:18.196,84614.24,84614.24,84783.47,84445.01,1510000,16.80,127767501454.64,YAHOO_FINANCE
SENSEX,1763138538196,2025-11-14T22:12:18.196,84612.59,84612.59,84781.82,84443.37,1511000,16.80,127849626607.47,YAHOO_FINANCE
SENSEX,1763138478196,2025-11-14T22:11:18.196,84610.93,84610.93,84780.16,84441.71,1512000,16.80,127931731441.90,YAHOO_FINANCE
SENSEX,1763138418196,2025-11-14T22:10:18.196,84609.26,84609.26,84778.48,84440.05,1513000,16.80,128013816175.09,YAHOO_FINANCE
SENSEX,1763138358196,2025-11-14T22:09:18.196,84607.58,84607.58,84776.80,84438.37,1514000,16.80,128095881026.56,YAHOO_FINANCE
SENSEX,1763138298196,2025-11-14T22:08:18.196,84605.89,84605.89,84775.10,84436.68,1515000,16.80,128177926218.11,YAHOO_FINANCE
SENSEX,1763138238196,2025-11-14T22:07:18.196,84604.19,84604.19,84773.40,84434.98,1516000,16.80,128259951973.90,YAHOO_FINANCE
SENSEX,1763138178196,2025-11-14T22:06:18.196,84602.48,84602.48,84771.68,84433.27,1517000,16.80,128341958520.33,YAHOO_FINANCE
SENSEX,1763138118196,2025-11-14T22:05:18.196,84600.75,84600.75,84769.96,84431.55,1518000,16.80,128423946086.07,YAHOO_FINANCE
SENSEX,1763138058196,2025-11-14T22:04:18.196,84599.02,84599.02,84768.22,84429.82,1519000,16.80,128505914902.05,YAHOO_FINANCE
SENSEX,1763137998196,2025-11-14T22:03:18.196,84597.28,84597.28,84766.47,84428.09,1520000,16.80,128587865201.41,YAHOO_FINANCE
SENSEX,1763137938196,2025-11-14T22:02:18.196,84595.53,84595.53,84764.72,84426.34,1521000,16.80,128669797219.48,YAHOO_FINANCE
SENSEX,1763137878196,2025-11-14T22:01:18.196,84593.77,84593.77,84762.95,84424.58,1522000,16.80,128751711193.78,YAHOO_FINANCE
SENSEX,1763137818196,2025-11-14T22:00:18.196,84591.99,84591.99,84761.18,84422.81,1523000,16.80,128833607363.98,YAHOO_FINANCE
SENSEX,1763137758196,2025-11-14T21:59:18.196,84590.21,84590.21,84759.39,84421.03,1524000,16.80,128915485971.89,YAHOO_FINANCE
SENSEX,1763137698196,2025-11-14T21:58:18.196,84588.42,84588.42,84757.60,84419.25,1525000,16.80,128997347261.42,YAHOO_FINANCE
SENSEX,1763137638196,2025-11-14T21:57:18.196,84586.63,84586.63,84755.80,84417.45,1526000,16.80,129079191478.57,YAHOO_FINANCE
SENSEX,1763137578196,2025-11-14T21:56:18.196,84584.82,84584.82,84753.99,84415.65,1527000,16.80,129161018871.42,YAHOO_FINANCE
SENSEX,1763137518196,2025-11-14T21:55:18.196,84583.00,84583.00,84752.17,84413.84,1528000,16.80,129242829690.08,YAHOO_FINANCE
SENSEX,1763137458196,2025-11-14T21:54:18.196,84581.18,84581.18,84750.34,84412.02,1529000,16.80,129324624186.69,YAHOO_FINANCE
SENSEX,1763137398196,2025-11-14T21:53:18.196,84579.35,84579.35,84748.51,84410.19,1530000,16.80,129406402615.38,YAHOO_FINANCE
SENSEX,1763137338196,2025-11-14T21:52:18.196,84577.51,84577.51,84746.66,84408.35,1531000,16.80,129488165232.24,YAHOO_FINANCE
SENSEX,1763137278196,2025-11-14T21:51:18.196,84575.66,84575.66,84744.81,84406.51,1532000,16.80,129569912295.33,YAHOO_FINANCE
SENSEX,1763137218196,2025-11-14T21:50:18.196,84573.81,84573.81,84742.95,84404.66,1533000,16.80,129651644064.62,YAHOO_FINANCE
SENSEX,1763137158196,2025-11-14T21:49:18.196,84571.94,84571.94,84741.09,84402.80,1534000,16.80,129733360801.99,YAHOO_FINANCE
SENSEX,1763137098196,2025-11-14T21:48:18.196,84570.07,84570.07,84739.21,84400.93,1535000,16.80,129815062771.19,YAHOO_FINANCE
SENSEX,1763137038196,2025-11-14T21:47:18.196,84568.20,84568.20,84737.33,84399.06,1536000,16.80,129896750237.81,YAHOO_FINANCE
SENSEX,1763136978196,2025-11-14T21:46:18.196,84566.31,84566.31,84735.45,84397.18,1537000,16.80,129978423469.29,YAHOO_FINANCE
SENSEX,1763136918196,2025-11-14T21:45:18.196,84564.42,84564.42,84733.55,84395.29,1538000,16.80,130060082734.83,YAHOO_FINANCE
SENSEX,1763136858196,2025-11-14T21:44:18.196,84562.53,84562.53,84731.65,84393.40,1539000,16.80,130141728305.45,YAHOO_FINANCE
SENSEX,1763136798196,2025-11-14T21:43:18.196,84560.62,84560.62,84729.74,84391.50,1540000,16.80,130223360453.88,YAHOO_FINANCE
SENSEX,1763136738196,2025-11-14T21:42:18.196,84558.71,84558.71,84727.83,84389.60,1541000,16.80,130304979454.59,YAHOO_FINANCE
SENSEX,1763136678196,2025-11-14T21:41:18.196,84556.80,84556.80,84725.91,84387.69,1542000,16.80,130386585583.76,YAHOO_FINANCE
SENSEX,1763136618196,2025-11-14T21:40:18.196,84554.88,84554.88,84723.99,84385.77,1543000,16.80,130468179119.20,YAHOO_FINANCE
SENSEX,1763136558196,2025-11-14T21:39:18.196,84552.95,84552.95,84722.06,84383.85,1544000,16.80,130549760340.41,YAHOO_FINANCE
SENSEX,1763136498196,2025-11-14T21:38:18.196,84551.02,84551.02,84720.12,84381.92,1545000,16.80,130631329528.46,YAHOO_FINANCE
SENSEX,1763136438196,2025-11-14T21:37:18.196,84549.09,84549.09,84718.18,84379.99,1546000,16.80,130712886966.04,YAHOO_FINANCE
SENSEX,1763136378196,2025-11-14T21:36:18.196,84547.14,84547.14,84716.24,84378.05,1547000,16.80,130794432937.40,YAHOO_FINANCE
SENSEX,1763136318196,2025-11-14T21:35:18.196,84545.20,84545.20,84714.29,84376.11,1548000,16.80,130875967728.31,YAHOO_FINANCE
SENSEX,1763136258196,2025-11-14T21:34:18.196,84543.25,84543.25,84712.33,84374.16,1549000,16.80,130957491626.06,YAHOO_FINANCE
SENSEX,1763136198196,2025-11-14T21:33:18.196,84541.29,84541.29,84710.38,84372.21,1550000,16.80,131039004919.40,YAHOO_FINANCE
SENSEX,1763136138196,2025-11-14T21:32:18.196,84539.33,84539.33,84708.41,84370.26,1551000,16.80,131120507898.56,YAHOO_FINANCE
SENSEX,1763136078196,2025-11-14T21:31:18.196,84537.37,84537.37,84706.45,84368.30,1552000,16.80,131202000855.16,YAHOO_FINANCE
SENSEX,1763136018196,2025-11-14T21:30:18.196,84535.41,84535.41,84704.48,84366.33,1553000,16.80,131283484082.25,YAHOO_FINANCE
SENSEX,1763135958196,2025-11-14T21:29:18.196,84533.43,84533.43,84702.50,84364.37,1554000,16.80,131364957874.22,YAHOO_FINANCE
SENSEX,1763135898196,2025-11-14T21:28:18.196,84531.46,84531.46,84700.52,84362.40,1555000,16.80,131446422526.79,YAHOO_FINANCE
SENSEX,1763135838196,2025-11-14T21:27:18.196,84529.48,84529.48,84698.54,84360.43,1556000,16.80,131527878337.03,YAHOO_FINANCE
SENSEX,1763135778196,2025-11-14T21:26:18.196,84527.51,84527.51,84696.56,84358.45,1557000,16.80,131609325603.24,YAHOO_FINANCE
SENSEX,1763135718196,2025-11-14T21:25:18.196,84525.52,84525.52,84694.57,84356.47,1558000,16.80,131690764624.99,YAHOO_FINANCE
SENSEX,1763135658196,2025-11-14T21:24:18.196,84523.54,84523.54,84692.59,84354.49,1559000,16.80,131772195703.09,YAHOO_FINANCE
SENSEX,1763135598196,2025-11-14T21:23:18.196,84521.55,84521.55,84690.59,84352.51,1560000,16.80,131853619139.52,YAHOO_FINANCE
SENSEX,1763135538196,2025-11-14T21:22:18.196,84519.56,84519.56,84688.60,84350.52,1561000,16.80,131935035237.41,YAHOO_FINANCE
SENSEX,1763135478196,2025-11-14T21:21:18.196,84517.57,84517.57,84686.61,84348.53,1562000,16.80,132016444301.05,YAHOO_FINANCE
SENSEX,1763135418196,2025-11-14T21:20:18.196,84515.58,84515.58,84684.61,84346.55,1563000,16.80,132097846635.82,YAHOO_FINANCE
SENSEX,1763135358196,2025-11-14T21:19:18.196,84513.58,84513.58,84682.61,84344.56,1564000,16.80,132179242548.16,YAHOO_FINANCE
SENSEX,1763135298196,2025-11-14T21:18:18.196,84511.59,84511.59,84680.61,84342.56,1565000,16.80,132260632345.56,YAHOO_FINANCE
SENSEX,1763135238196,2025-11-14T21:17:18.196,84509.59,84509.59,84678.61,84340.57,1566000,16.80,132342016336.52,YAHOO_FINANCE
SENSEX,1763135178196,2025-11-14T21:16:18.196,84507.59,84507.59,84676.61,84338.58,1567000,16.80,132423394830.54,YAHOO_FINANCE
SENSEX,1763135118196,2025-11-14T21:15:18.196,84505.59,84505.59,84674.60,84336.58,1568000,16.80,132504768138.03,YAHOO_FINANCE
SENSEX,1763135058196,2025-11-14T21:14:18.196,84503.59,84503.59,84672.60,84334.59,1569000,16.80,132586136570.34,YAHOO_FINANCE
SENSEX,1763134998196,2025-11-14T21:13:18.196,84501.59,84501.59,84670.60,84332.59,1570000,16.80,132667500439.71,YAHOO_FINANCE
SENSEX,1763134938196,2025-11-14T21:12:18.196,84499.59,84499.59,84668.59,84330.59,1571000,16.80,132748860059.23,YAHOO_FINANCE
SENSEX,1763134878196,2025-11-14T21:11:18.196,84497.59,84497.59,84666.59,84328.60,1572000,16.80,132830215742.82,YAHOO_FINANCE
SENSEX,1763134818196,2025-11-14T21:10:18.196,84495.59,84495.59,84664.58,84326.60,1573000,16.80,132911567805.19,YAHOO_FINANCE
SENSEX,1763134758196,2025-11-14T21:09:18.196,84493.59,84493.59,84662.58,84324.61,1574000,16.80,132992916561.82,YAHOO_FINANCE
SENSEX,1763134698196,2025-11-14T21:08:18.196,84491.60,84491.60,84660.58,84322.61,1575000,16.80,133074262328.89,YAHOO_FINANCE
SENSEX,1763134638196,2025-11-14T21:07:18.196,84489.60,84489.60,84658.58,84320.62,1576000,16.80,133155605423.33,YAHOO_FINANCE
SENSEX,1763134578196,2025-11-14T21:06:18.196,84487.60,84487.60,84656.58,84318.63,1577000,16.80,133236946162.68,YAHOO_FINANCE
SENSEX,1763134518196,2025-11-14T21:05:18.196,84485.61,84485.61,84654.58,84316.63,1578000,16.80,133318284865.17,YAHOO_FINANCE
SENSEX,1763134458196,2025-11-14T21:04:18.196,84483.61,84483.61,84652.58,84314.64,1579000,16.80,133399621849.59,YAHOO_FINANCE
SENSEX,1763134398196,2025-11-14T21:03:18.196,84481.62,84481.62,84650.58,84312.66,1580000,16.80,133480957435.33,YAHOO_FINANCE
SENSEX,1763134338196,2025-11-14T21:02:18.196,84479.63,84479.63,84648.59,84310.67,1581000,16.80,133562291942.29,YAHOO_FINANCE
SENSEX,1763134278196,2025-11-14T21:01:18.196,84477.64,84477.64,84646.59,84308.68,1582000,16.80,133643625690.90,YAHOO_FINANCE
SENSEX,1763134218196,2025-11-14T21:00:18.196,84475.65,84475.65,84644.60,84306.70,1583000,16.80,133724959002.06,YAHOO_FINANCE
SENSEX,1763134158196,2025-11-14T20:59:18.196,84473.67,84473.67,84642.62,84304.72,1584000,16.80,133806292197.10,YAHOO_FINANCE
SENSEX,1763134098196,2025-11-14T20:58:18.196,84471.69,84471.69,84640.63,84302.74,1585000,16.80,133887625597.77,YAHOO_FINANCE
SENSEX,1763134038196,2025-11-14T20:57:18.196,84469.71,84469.71,84638.65,84300.77,1586000,16.80,133968959526.19,YAHOO_FINANCE
SENSEX,1763133978196,2025-11-14T20:56:18.196,84467.73,84467.73,84636.67,84298.80,1587000,16.80,134050294304.83,YAHOO_FINANCE
SENSEX,1763133918196,2025-11-14T20:55:18.196,84465.76,84465.76,84634.69,84296.83,1588000,16.80,134131630256.45,YAHOO_FINANCE
SENSEX,1763133858196,2025-11-14T20:54:18.196,84463.79,84463.79,84632.72,84294.87,1589000,16.80,134212967704.12,YAHOO_FINANCE
SENSEX,1763133798196,2025-11-14T20:53:18.196,84461.83,84461.83,84630.75,84292.90,1590000,16.80,134294306971.12,YAHOO_FINANCE
SENSEX,1763133738196,2025-11-14T20:52:18.196,84459.87,84459.87,84628.79,84290.95,1591000,16.80,134375648380.98,YAHOO_FINANCE
SENSEX,1763133678196,2025-11-14T20:51:18.196,84457.91,84457.91,84626.83,84288.99,1592000,16.80,134456992257.36,YAHOO_FINANCE
SENSEX,1763133618196,2025-11-14T20:50:18.196,84455.96,84455.96,84624.87,84287.04,1593000,16.80,134538338924.12,YAHOO_FINANCE
SENSEX,1763133558196,2025-11-14T20:49:18.196,84454.01,84454.01,84622.92,84285.10,1594000,16.80,134619688705.18,YAHOO_FINANCE
SENSEX,1763133498196,2025-11-14T20:48:18.196,84452.06,84452.06,84620.97,84283.16,1595000,16.80,134701041924.58,YAHOO_FINANCE
SENSEX,1763133438196,2025-11-14T20:47:18.196,84450.12,84450.12,84619.02,84281.22,1596000,16.80,134782398906.38,YAHOO_FINANCE
SENSEX,1763133378196,2025-11-14T20:46:18.196,84448.19,84448.19,84617.09,84279.29,1597000,16.80,134863759974.66,YAHOO_FINANCE
SENSEX,1763133318196,2025-11-14T20:45:18.196,84446.26,84446.26,84615.15,84277.37,1598000,16.80,134945125453.48,YAHOO_FINANCE
SENSEX,1763133258196,2025-11-14T20:44:18.196,84444.34,84444.34,84613.23,84275.45,1599000,16.80,135026495666.84,YAHOO_FINANCE
SENSEX,1763133198196,2025-11-14T20:43:18.196,84442.42,84442.42,84611.30,84273.53,1600000,16.80,135107870938.67,YAHOO_FINANCE
SENSEX,1763133138196,2025-11-14T20:42:18.196,84440.51,84440.51,84609.39,84271.63,1601000,16.80,135189251592.75,YAHOO_FINANCE
SENSEX,1763133078196,2025-11-14T20:41:18.196,84438.60,84438.60,84607.48,84269.72,1602000,16.80,135270637952.72,YAHOO_FINANCE
SENSEX,1763133018196,2025-11-14T20:40:18.196,84436.70,84436.70,84605.57,84267.83,1603000,16.80,135352030342.05,YAHOO_FINANCE
SENSEX,1763132958196,2025-11-14T20:39:18.196,84434.81,84434.81,84603.68,84265.94,1604000,16.80,135433429083.94,YAHOO_FINANCE
SENSEX,1763132898196,2025-11-14T20:38:18.196,84432.92,84432.92,84601.78,84264.05,1605000,16.80,135514834501.38,YAHOO_FINANCE
SENSEX,1763132838196,2025-11-14T20:37:18.196,84431.04,84431.04,84599.90,84262.18,1606000,16.80,135596246917.05,YAHOO_FINANCE
SENSEX,1763132778196,2025-11-14T20:36:18.196,84429.16,84429.16,84598.02,84260.31,1607000,16.80,135677666653.31,YAHOO_FINANCE
SENSEX,1763132718196,2025-11-14T20:35:18.196,84427.30,84427.30,84596.15,84258.44,1608000,16.80,135759094032.16,YAHOO_FINANCE
SENSEX,1763132658196,2025-11-14T20:34:18.196,84425.44,84425.44,84594.29,84256.59,1609000,16.80,135840529375.21,YAHOO_FINANCE
SENSEX,1763132598196,2025-11-14T20:33:18.196,84423.59,84423.59,84592.43,84254.74,1610000,16.80,135921973003.67,YAHOO_FINANCE
SENSEX,1763132538196,2025-11-14T20:32:18.196,84421.74,84421.74,84590.58,84252.90,1611000,16.80,136003425238.25,YAHOO_FINANCE
SENSEX,1763132478196,2025-11-14T20:31:18.196,84419.90,84419.90,84588.74,84251.06,1612000,16.80,136084886399.19,YAHOO_FINANCE
SENSEX,1763132418196,2025-11-14T20:30:18.196,84418.08,84418.08,84586.91,84249.24,1613000,16.80,136166356806.23,YAHOO_FINANCE
SENSEX,1763132358196,2025-11-14T20:29:18.196,84416.26,84416.26,84585.09,84247.42,1614000,16.80,136247836778.51,YAHOO_FINANCE
SENSEX,1763132298196,2025-11-14T20:28:18.196,84414.44,84414.44,84583.27,84245.61,1615000,16.80,136329326634.59,YAHOO_FINANCE
SENSEX,1763132238196,2025-11-14T20:27:18.196,84412.64,84412.64,84581.47,84243.81,1616000,16.80,136410826692.44,YAHOO_FINANCE
SENSEX,1763132178196,2025-11-14T20:26:18.196,84410.85,84410.85,84579.67,84242.02,1617000,16.80,136492337269.31,YAHOO_FINANCE
SENSEX,1763132118196,2025-11-14T20:25:18.196,84409.06,84409.06,84577.88,84240.24,1618000,16.80,136573858681.82,YAHOO_FINANCE
SENSEX,1763132058196,2025-11-14T20:24:18.196,84407.28,84407.28,84576.10,84238.47,1619000,16.80,136655391245.81,YAHOO_FINANCE
SENSEX,1763131998196,2025-11-14T20:23:18.196,84405.52,84405.52,84574.33,84236.70,1620000,16.80,136736935276.41,YAHOO_FINANCE
SENSEX,1763131938196,2025-11-14T20:22:18.196,84403.76,84403.76,84572.57,84234.95,1621000,16.80,136818491087.92,YAHOO_FINANCE
SENSEX,1763131878196,2025-11-14T20:21:18.196,84402.01,84402.01,84570.81,84233.21,1622000,16.80,136900058993.83,YAHOO_FINANCE
SENSEX,1763131818196,2025-11-14T20:20:18.196,84400.27,84400.27,84569.07,84231.47,1623000,16.80,136981639306.77,YAHOO_FINANCE
SENSEX,1763131758196,2025-11-14T20:19:18.196,84398.54,84398.54,84567.34,84229.74,1624000,16.80,137063232338.49,YAHOO_FINANCE
SENSEX,1763131698196,2025-11-14T20:18:18.196,84396.82,84396.82,84565.62,84228.03,1625000,16.80,137144838399.78,YAHOO_FINANCE
SENSEX,1763131638196,2025-11-14T20:17:18.196,84395.12,84395.12,84563.91,84226.33,1626000,16.80,137226457800.52,YAHOO_FINANCE
SENSEX,1763131578196,2025-11-14T20:16:18.196,84393.42,84393.42,84562.20,84224.63,1627000,16.80,137308090849.56,YAHOO_FINANCE
SENSEX,1763131518196,2025-11-14T20:15:18.196,84391.73,84391.73,84560.51,84222.95,1628000,16.80,137389737854.74,YAHOO_FINANCE
SENSEX,1763131458196,2025-11-14T20:14:18.196,84390.05,84390.05,84558.83,84221.27,1629000,16.80,137471399122.84,YAHOO_FINANCE
SENSEX,1763131398196,2025-11-14T20:13:18.196,84388.39,84388.39,84557.17,84219.61,1630000,16.80,137553074959.56,YAHOO_FINANCE
SENSEX,1763131338196,2025-11-14T20:12:18.196,84386.74,84386.74,84555.51,84217.96,1631000,16.80,137634765669.46,YAHOO_FINANCE
SENSEX,1763131278196,2025-11-14T20:11:18.196,84385.09,84385.09,84553.86,84216.32,1632000,16.80,137716471555.96,YAHOO_FINANCE
SENSEX,1763131218196,2025-11-14T20:10:18.196,84383.46,84383.46,84552.23,84214.69,1633000,16.80,137798192921.29,YAHOO_FINANCE
SENSEX,1763131158196,2025-11-14T20:09:18.196,84381.84,84381.84,84550.61,84213.08,1634000,16.80,137879930066.45,YAHOO_FINANCE
SENSEX,1763131098196,2025-11-14T20:08:18.196,84380.23,84380.23,84548.99,84211.47,1635000,16.80,137961683291.18,YAHOO_FINANCE
SENSEX,1763131038196,2025-11-14T20:07:18.196,84378.64,84378.64,84547.40,84209.88,1636000,16.80,138043452893.97,YAHOO_FINANCE
SENSEX,1763130978196,2025-11-14T20:06:18.196,84377.06,84377.06,84545.81,84208.30,1637000,16.80,138125239171.96,YAHOO_FINANCE
SENSEX,1763130918196,2025-11-14T20:05:18.196,84375.48,84375.48,84544.23,84206.73,1638000,16.80,138207042420.95,YAHOO_FINANCE
SENSEX,1763130858196,2025-11-14T20:04:18.196,84373.92,84373.92,84542.67,84205.18,1639000,16.80,138288862935.36,YAHOO_FINANCE
SENSEX,1763130798196,2025-11-14T20:03:18.196,84372.38,84372.38,84541.12,84203.63,1640000,16.80,138370701008.19,YAHOO_FINANCE
SENSEX,1763130738196,2025-11-14T20:02:18.196,84370.85,84370.85,84539.59,84202.10,1641000,16.80,138452556931.01,YAHOO_FINANCE
SENSEX,1763130678196,2025-11-14T20:01:18.196,84369.32,84369.32,84538.06,84200.59,1642000,16.80,138534430993.89,YAHOO_FINANCE
SENSEX,1763130618196,2025-11-14T20:00:18.196,84367.82,84367.82,84536.55,84199.08,1643000,16.80,138616323485.41,YAHOO_FINANCE
SENSEX,1763130558196,2025-11-14T19:59:18.196,84366.32,84366.32,84535.06,84197.59,1644000,16.80,138698234692.62,YAHOO_FINANCE
SENSEX,1763130498196,2025-11-14T19:58:18.196,84364.84,84364.84,84533.57,84196.11,1645000,16.80,138780164900.96,YAHOO_FINANCE
SENSEX,1763130438196,2025-11-14T19:57:18.196,84363.37,84363.37,84532.10,84194.65,1646000,16.80,138862114394.29,YAHOO_FINANCE
SENSEX,1763130378196,2025-11-14T19:56:18.196,84361.92,84361.92,84530.64,84193.20,1647000,16.80,138944083454.86,YAHOO_FINANCE
SENSEX,1763130318196,2025-11-14T19:55:18.196,84360.48,84360.48,84529.20,84191.76,1648000,16.80,139026072363.21,YAHOO_FINANCE
SENSEX,1763130258196,2025-11-14T19:54:18.196,84359.05,84359.05,84527.77,84190.34,1649000,16.80,139108081398.22,YAHOO_FINANCE
SENSEX,1763130198196,2025-11-14T19:53:18.196,84357.64,84357.64,84526.36,84188.93,1650000,16.80,139190110837.02,YAHOO_FINANCE
SENSEX,1763130138196,2025-11-14T19:52:18.196,84356.25,84356.25,84524.96,84187.53,1651000,16.80,139272160955.00,YAHOO_FINANCE
SENSEX,1763130078196,2025-11-14T19:51:18.196,84354.86,84354.86,84523.57,84186.15,1652000,16.80,139354232025.76,YAHOO_FINANCE
SENSEX,1763130018196,2025-11-14T19:50:18.196,84353.49,84353.49,84522.20,84184.79,1653000,16.80,139436324321.07,YAHOO_FINANCE
SENSEX,1763129958196,2025-11-14T19:49:18.196,84352.14,84352.14,84520.84,84183.43,1654000,16.80,139518438110.87,YAHOO_FINANCE
SENSEX,1763129898196,2025-11-14T19:48:18.196,84350.80,84350.80,84519.50,84182.10,1655000,16.80,139600573663.22,YAHOO_FINANCE
SENSEX,1763129838196,2025-11-14T19:47:18.196,84349.48,84349.48,84518.17,84180.78,1656000,16.80,139682731244.26,YAHOO_FINANCE
SENSEX,1763129778196,2025-11-14T19:46:18.196,84348.17,84348.17,84516.86,84179.47,1657000,16.80,139764911118.20,YAHOO_FINANCE
SENSEX,1763129718196,2025-11-14T19:45:18.196,84346.87,84346.87,84515.57,84178.18,1658000,16.80,139847113547.30,YAHOO_FINANCE
SENSEX,1763129658196,2025-11-14T19:44:18.196,84345.59,84345.59,84514.28,84176.90,1659000,16.80,139929338791.80,YAHOO_FINANCE
SENSEX,1763129598196,2025-11-14T19:43:18.196,84344.33,84344.33,84513.02,84175.64,1660000,16.80,140011587109.93,YAHOO_FINANCE
SENSEX,1763129538196,2025-11-14T19:42:18.196,84343.08,84343.08,84511.77,84174.40,1661000,16.80,140093858757.86,YAHOO_FINANCE
SENSEX,1763129478196,2025-11-14T19:41:18.196,84341.85,84341.85,84510.53,84173.17,1662000,16.80,140176153989.69,YAHOO_FINANCE
SENSEX,1763129418196,2025-11-14T19:40:18.196,84340.63,84340.63,84509.31,84171.95,1663000,16.80,140258473057.39,YAHOO_FINANCE
SENSEX,1763129358196,2025-11-14T19:39:18.196,84339.43,84339.43,84508.11,84170.75,1664000,16.80,140340816210.81,YAHOO_FINANCE
SENSEX,1763129298196,2025-11-14T19:38:18.196,84338.25,84338.25,84506.92,84169.57,1665000,16.80,140423183697.63,YAHOO_FINANCE
SENSEX,1763129238196,2025-11-14T19:37:18.196,84337.08,84337.08,84505.75,84168.41,1666000,16.80,140505575763.33,YAHOO_FINANCE
SENSEX,1763129178196,2025-11-14T19:36:18.196,84335.93,84335.93,84504.60,84167.26,1667000,16.80,140587992651.16,YAHOO_FINANCE
SENSEX,1763129118196,2025-11-14T19:35:18.196,84334.79,84334.79,84503.46,84166.12,1668000,16.80,140670434602.14,YAHOO_FINANCE
SENSEX,1763129058196,2025-11-14T19:34:18.196,84333.67,84333.67,84502.34,84165.01,1669000,16.80,140752901854.99,YAHOO_FINANCE
SENSEX,1763128998196,2025-11-14T19:33:18.196,84332.57,84332.57,84501.24,84163.91,1670000,16.80,140835394646.14,YAHOO_FINANCE
SENSEX,1763128938196,2025-11-14T19:32:18.196,84331.49,84331.49,84500.15,84162.82,1671000,16.80,140917913209.69,YAHOO_FINANCE
SENSEX,1763128878196,2025-11-14T19:31:18.196,84330.42,84330.42,84499.08,84161.76,1672000,16.80,141000457777.36,YAHOO_FINANCE
SENSEX,1763128818196,2025-11-14T19:30:18.196,84329.37,84329.37,84498.02,84160.71,1673000,16.80,141083028578.52,YAHOO_FINANCE
SENSEX,1763128758196,2025-11-14T19:29:18.196,84328.33,84328.33,84496.99,84159.67,1674000,16.80,141165625840.10,YAHOO_FINANCE
SENSEX,1763128698196,2025-11-14T19:28:18.196,84327.31,84327.31,84495.97,84158.66,1675000,16.80,141248249786.61,YAHOO_FINANCE
SENSEX,1763128638196,2025-11-14T19:27:18.196,84326.31,84326.31,84494.97,84157.66,1676000,16.80,141330900640.08,YAHOO_FINANCE
SENSEX,1763128578196,2025-11-14T19:26:18.196,84325.33,84325.33,84493.98,84156.68,1677000,16.80,141413578620.06,YAHOO_FINANCE
SENSEX,1763128518196,2025-11-14T19:25:18.196,84324.36,84324.36,84493.01,84155.72,1678000,16.80,141496283943.59,YAHOO_FINANCE
SENSEX,1763128458196,2025-11-14T19:24:18.196,84323.42,84323.42,84492.06,84154.77,1679000,16.80,141579016825.16,YAHOO_FINANCE
SENSEX,1763128398196,2025-11-14T19:23:18.196,84322.49,84322.49,84491.13,84153.84,1680000,16.80,141661777476.72,YAHOO_FINANCE
SENSEX,1763128338196,2025-11-14T19:22:18.196,84321.57,84321.57,84490.22,84152.93,1681000,16.80,141744566107.59,YAHOO_FINANCE
SENSEX,1763128278196,2025-11-14T19:21:18.196,84320.68,84320.68,84489.32,84152.04,1682000,16.80,141827382924.51,YAHOO_FINANCE
