Date,Time,Open,High,Low,Close,Volume,Source
2025-10-28,14:32:00,82853.77,82860.90,82846.40,82853.38,2712864,Simulated
2025-10-28,14:33:00,82923.21,82945.68,82913.06,82926.20,5714285,Simulated
2025-10-28,14:34:00,82985.08,82999.88,82994.66,82994.67,2127045,Simulated
2025-10-28,14:35:00,83060.50,83065.18,83044.97,83060.62,4511471,Simulated
2025-10-28,14:36:00,82976.79,82978.35,82955.69,82973.79,3443524,Simulated
2025-10-28,14:37:00,82927.82,82941.63,82928.05,82935.76,1766601,Simulated
2025-10-28,14:38:00,82935.39,82931.92,82924.85,82928.57,3246849,Simulated
2025-10-28,14:39:00,83018.44,83020.40,83001.79,83019.04,5216422,Simulated
2025-10-28,14:40:00,83150.77,83154.44,83142.79,83146.00,4909221,Simulated
2025-10-28,14:41:00,83136.91,83165.53,83135.67,83137.51,3031733,Simulated
2025-10-28,14:42:00,82980.28,82992.50,82955.97,82981.38,5984810,Simulated
2025-10-28,14:43:00,82898.15,82912.24,82895.61,82899.67,1708303,Simulated
2025-10-28,14:44:00,82897.72,82906.02,82889.24,82895.34,5328705,Simulated
2025-10-28,14:45:00,82943.14,82938.40,82936.52,82936.85,1021066,Simulated
2025-10-28,14:46:00,82993.39,82993.23,82990.82,82993.08,4768350,Simulated
2025-10-28,14:47:00,82928.47,82920.27,82918.98,82919.66,2406928,Simulated
2025-10-28,14:48:00,83016.68,83012.52,83007.67,83012.37,2475091,Simulated
2025-10-28,14:49:00,82860.80,82874.85,82853.25,82865.74,4078790,Simulated
2025-10-28,14:50:00,82984.37,82982.15,82973.98,82982.13,4143387,Simulated
2025-10-28,14:51:00,82967.66,82981.87,82960.35,82967.66,4453094,Simulated
2025-10-28,14:52:00,82895.45,82901.22,82893.99,82900.80,4905156,Simulated
2025-10-28,14:53:00,82873.11,82877.38,82864.59,82871.01,3905434,Simulated
2025-10-28,14:54:00,82918.00,82925.06,82908.83,82914.05,5411204,Simulated
2025-10-28,14:55:00,82876.89,82879.95,82859.87,82868.64,5993401,Simulated
2025-10-28,14:56:00,82966.75,82968.68,82953.60,82968.43,1806386,Simulated
2025-10-28,14:57:00,82904.83,82920.26,82904.26,82911.45,4048910,Simulated
2025-10-28,14:58:00,82823.83,82835.93,82816.72,82819.32,3441705,Simulated
2025-10-28,14:59:00,82708.89,82718.90,82697.26,82711.73,4388421,Simulated
2025-10-28,15:00:00,82518.34,82524.42,82501.49,82515.75,1341118,Simulated
2025-10-28,15:01:00,82496.34,82506.30,82497.58,82498.80,1084411,Simulated
2025-10-28,15:02:00,82462.17,82467.98,82450.96,82461.90,3170131,Simulated
2025-10-28,15:03:00,82338.02,82332.80,82326.69,82330.39,2542316,Simulated
2025-10-28,15:04:00,82206.31,82214.48,82208.42,82208.63,5235904,Simulated
2025-10-28,15:05:00,82092.87,82095.79,82072.61,82086.70,2762829,Simulated
2025-10-28,15:06:00,82026.98,82047.14,82017.13,82034.54,3181852,Simulated
2025-10-28,15:07:00,82098.63,82107.88,82085.87,82089.96,4429432,Simulated
2025-10-28,15:08:00,82123.29,82117.78,82100.40,82112.94,4103034,Simulated
2025-10-28,15:09:00,82083.95,82089.84,82070.50,82074.53,2368632,Simulated
2025-10-28,15:10:00,82134.11,82138.96,82127.84,82132.75,1447027,Simulated
2025-10-28,15:11:00,82080.54,82115.22,82084.09,82086.40,4037067,Simulated
2025-10-28,15:12:00,82134.50,82149.02,82133.78,82141.50,4461939,Simulated
2025-10-28,15:13:00,82096.28,82123.87,82090.63,82094.57,1675332,Simulated
2025-10-28,15:14:00,81991.37,81998.65,81993.97,81998.42,5345942,Simulated
2025-10-28,15:15:00,81894.90,81887.66,81883.34,81885.01,1809762,Simulated
2025-10-28,15:16:00,81788.39,81794.48,81783.40,81784.77,2144669,Simulated
2025-10-28,15:17:00,81817.45,81827.73,81818.57,81825.04,5141747,Simulated
2025-10-28,15:18:00,81904.70,81901.33,81891.13,81900.23,2399429,Simulated
2025-10-28,15:19:00,81900.26,81907.57,81888.90,81899.70,3820278,Simulated
2025-10-28,15:20:00,81767.64,81779.25,81761.93,81774.00,3861769,Simulated
2025-10-28,15:21:00,81735.80,81749.98,81738.89,81748.07,2018243,Simulated
2025-10-28,15:22:00,81766.19,81771.79,81761.68,81767.23,1900407,Simulated
2025-10-28,15:23:00,81818.62,81831.91,81809.99,81816.08,4282459,Simulated
2025-10-28,15:24:00,81928.13,81937.19,81924.86,81929.86,3458697,Simulated
2025-10-28,15:25:00,81857.89,81877.98,81858.49,81861.81,3930731,Simulated
2025-10-28,15:26:00,81888.20,81895.59,81886.96,81895.08,4956259,Simulated
2025-10-28,15:27:00,82036.71,82036.50,82026.33,82032.64,5082443,Simulated
2025-10-28,15:28:00,81988.15,81988.20,81974.96,81981.78,3486359,Simulated
2025-10-28,15:29:00,81903.72,81898.39,81891.20,81898.37,1149452,Simulated
