Date,Time,Price,Change,ChangePercent,Volume,High,Low,Open,Source
2025-10-30,10:45:05,84571.62,0.23,0.0003,0,84576.62,84566.62,84574.07,Yahoo-Interpolated
2025-10-30,10:45:10,84571.85,0.46,0.0005,0,84576.85,84566.85,84572.29,Yahoo-Interpolated
2025-10-30,10:45:15,84572.09,0.70,0.0008,0,84577.09,84567.09,84577.01,Yahoo-Interpolated
2025-10-30,10:45:20,84572.32,0.93,0.0011,0,84577.32,84567.32,84573.84,Yahoo-Interpolated
2025-10-30,10:45:25,84572.55,1.16,0.0014,0,84577.55,84567.55,84576.64,Yahoo-Interpolated
2025-10-30,10:45:30,84572.78,1.39,0.0016,0,84577.78,84567.78,84572.76,Yahoo-Interpolated
2025-10-30,10:45:35,84573.01,1.62,0.0019,0,84578.01,84568.01,84575.21,Yahoo-Interpolated
2025-10-30,10:45:40,84573.24,1.85,0.0022,0,84578.24,84568.24,84577.06,Yahoo-Interpolated
2025-10-30,10:45:45,84573.48,2.09,0.0025,0,84578.48,84568.48,84573.57,Yahoo-Interpolated
2025-10-30,10:45:50,84573.71,2.32,0.0027,0,84578.71,84568.71,84578.21,Yahoo-Interpolated
2025-10-30,10:45:55,84573.94,2.55,0.0030,0,84578.94,84568.94,84569.58,Yahoo-Interpolated
2025-10-30,10:46:00,84574.17,0.00,0.0000,0,84579.17,84569.17,84570.55,Yahoo-Interpolated
2025-10-30,10:46:05,84573.52,-0.65,-0.0008,0,84578.52,84568.52,84577.58,Yahoo-Interpolated
2025-10-30,10:46:10,84572.87,-1.30,-0.0015,0,84577.87,84567.87,84574.18,Yahoo-Interpolated
2025-10-30,10:46:15,84572.22,-1.95,-0.0023,0,84577.22,84567.22,84575.05,Yahoo-Interpolated
2025-10-30,10:46:20,84571.57,-2.60,-0.0031,0,84576.57,84566.57,84571.23,Yahoo-Interpolated
2025-10-30,10:46:25,84570.92,-3.26,-0.0038,0,84575.92,84565.92,84575.68,Yahoo-Interpolated
2025-10-30,10:46:30,84570.27,-3.91,-0.0046,0,84575.27,84565.27,84570.14,Yahoo-Interpolated
2025-10-30,10:46:35,84569.61,-4.56,-0.0054,0,84574.61,84564.61,84572.29,Yahoo-Interpolated
2025-10-30,10:46:40,84568.96,-5.21,-0.0062,0,84573.96,84563.96,84567.44,Yahoo-Interpolated
2025-10-30,10:46:45,84568.31,-5.86,-0.0069,0,84573.31,84563.31,84563.75,Yahoo-Interpolated
2025-10-30,10:46:50,84567.66,-6.51,-0.0077,0,84572.66,84562.66,84565.09,Yahoo-Interpolated
2025-10-30,10:46:55,84567.01,-7.16,-0.0085,0,84572.01,84562.01,84565.37,Yahoo-Interpolated
2025-10-30,10:47:00,84566.36,0.00,0.0000,0,84571.36,84561.36,84568.05,Yahoo-Interpolated
2025-10-30,10:47:05,84566.22,-0.14,-0.0002,0,84571.22,84561.22,84570.55,Yahoo-Interpolated
2025-10-30,10:47:10,84566.09,-0.27,-0.0003,0,84571.09,84561.09,84566.28,Yahoo-Interpolated
2025-10-30,10:47:15,84565.95,-0.41,-0.0005,0,84570.95,84560.95,84569.44,Yahoo-Interpolated
2025-10-30,10:47:20,84565.82,-0.54,-0.0006,0,84570.82,84560.82,84561.59,Yahoo-Interpolated
2025-10-30,10:47:25,84565.68,-0.68,-0.0008,0,84570.68,84560.68,84562.71,Yahoo-Interpolated
2025-10-30,10:47:30,84565.54,-0.82,-0.0010,0,84570.54,84560.54,84568.74,Yahoo-Interpolated
2025-10-30,10:47:35,84565.41,-0.95,-0.0011,0,84570.41,84560.41,84566.75,Yahoo-Interpolated
2025-10-30,10:47:40,84565.27,-1.09,-0.0013,0,84570.27,84560.27,84564.39,Yahoo-Interpolated
2025-10-30,10:47:45,84565.13,-1.22,-0.0014,0,84570.13,84560.13,84569.98,Yahoo-Interpolated
2025-10-30,10:47:50,84565.00,-1.36,-0.0016,0,84570.00,84560.00,84564.36,Yahoo-Interpolated
2025-10-30,10:47:55,84564.86,-1.50,-0.0018,0,84569.86,84559.86,84561.56,Yahoo-Interpolated
2025-10-30,10:48:00,84564.73,0.00,0.0000,0,84569.73,84559.73,84562.67,Yahoo-Interpolated
2025-10-30,10:48:05,84562.85,-1.88,-0.0022,0,84567.85,84557.85,84564.01,Yahoo-Interpolated
2025-10-30,10:48:10,84560.96,-3.76,-0.0044,0,84565.96,84555.96,84563.20,Yahoo-Interpolated
2025-10-30,10:48:15,84559.08,-5.64,-0.0067,0,84564.08,84554.08,84557.22,Yahoo-Interpolated
2025-10-30,10:48:20,84557.20,-7.52,-0.0089,0,84562.20,84552.20,84558.35,Yahoo-Interpolated
2025-10-30,10:48:25,84555.32,-9.40,-0.0111,0,84560.32,84550.32,84554.70,Yahoo-Interpolated
2025-10-30,10:48:30,84553.44,-11.29,-0.0133,0,84558.44,84548.44,84551.16,Yahoo-Interpolated
2025-10-30,10:48:35,84551.56,-13.17,-0.0156,0,84556.56,84546.56,84547.92,Yahoo-Interpolated
2025-10-30,10:48:40,84549.68,-15.05,-0.0178,0,84554.68,84544.68,84548.53,Yahoo-Interpolated
2025-10-30,10:48:45,84547.80,-16.93,-0.0200,0,84552.80,84542.80,84549.86,Yahoo-Interpolated
2025-10-30,10:48:50,84545.92,-18.81,-0.0222,0,84550.92,84540.92,84542.81,Yahoo-Interpolated
2025-10-30,10:48:55,84544.04,-20.69,-0.0245,0,84549.04,84539.04,84544.53,Yahoo-Interpolated
2025-10-30,10:49:00,84542.16,0.00,0.0000,0,84547.16,84537.16,84540.72,Yahoo-Interpolated
2025-10-30,10:49:05,84545.98,3.83,0.0045,0,84550.98,84540.98,84546.64,Yahoo-Interpolated
2025-10-30,10:49:10,84549.81,7.65,0.0091,0,84554.81,84544.81,84546.04,Yahoo-Interpolated
2025-10-30,10:49:15,84553.63,11.48,0.0136,0,84558.63,84548.63,84553.89,Yahoo-Interpolated
2025-10-30,10:49:20,84557.46,15.30,0.0181,0,84562.46,84552.46,84561.18,Yahoo-Interpolated
2025-10-30,10:49:25,84561.29,19.13,0.0226,0,84566.29,84556.29,84560.43,Yahoo-Interpolated
2025-10-30,10:49:30,84565.11,22.96,0.0272,0,84570.11,84560.11,84566.37,Yahoo-Interpolated
2025-10-30,10:49:35,84568.94,26.78,0.0317,0,84573.94,84563.94,84565.35,Yahoo-Interpolated
2025-10-30,10:49:40,84572.77,30.61,0.0362,0,84577.77,84567.77,84574.45,Yahoo-Interpolated
2025-10-30,10:49:45,84576.59,34.44,0.0407,0,84581.59,84571.59,84579.62,Yahoo-Interpolated
2025-10-30,10:49:50,84580.42,38.26,0.0453,0,84585.42,84575.42,84577.45,Yahoo-Interpolated
2025-10-30,10:49:55,84584.24,42.09,0.0498,0,84589.24,84579.24,84580.04,Yahoo-Interpolated
2025-10-30,10:50:00,84588.07,0.00,0.0000,0,84593.07,84583.07,84590.22,Yahoo-Interpolated
2025-10-30,10:50:05,84585.56,-2.51,-0.0030,0,84590.56,84580.56,84582.70,Yahoo-Interpolated
2025-10-30,10:50:10,84583.05,-5.02,-0.0059,0,84588.05,84578.05,84584.95,Yahoo-Interpolated
2025-10-30,10:50:15,84580.54,-7.54,-0.0089,0,84585.54,84575.54,84580.69,Yahoo-Interpolated
2025-10-30,10:50:20,84578.02,-10.05,-0.0119,0,84583.02,84573.02,84580.16,Yahoo-Interpolated
2025-10-30,10:50:25,84575.51,-12.56,-0.0148,0,84580.51,84570.51,84577.31,Yahoo-Interpolated
2025-10-30,10:50:30,84573.00,-15.07,-0.0178,0,84578.00,84568.00,84574.15,Yahoo-Interpolated
2025-10-30,10:50:35,84570.49,-17.58,-0.0208,0,84575.49,84565.49,84570.23,Yahoo-Interpolated
2025-10-30,10:50:40,84567.98,-20.09,-0.0238,0,84572.98,84562.98,84569.22,Yahoo-Interpolated
2025-10-30,10:50:45,84565.46,-22.61,-0.0267,0,84570.46,84560.46,84562.70,Yahoo-Interpolated
2025-10-30,10:50:50,84562.95,-25.12,-0.0297,0,84567.95,84557.95,84566.43,Yahoo-Interpolated
2025-10-30,10:50:55,84560.44,-27.63,-0.0327,0,84565.44,84555.44,84564.27,Yahoo-Interpolated
2025-10-30,10:51:00,84557.93,0.00,0.0000,0,84562.93,84552.93,84556.71,Yahoo-Interpolated
2025-10-30,10:51:05,84561.49,3.56,0.0042,0,84566.49,84556.49,84561.79,Yahoo-Interpolated
2025-10-30,10:51:10,84565.05,7.12,0.0084,0,84570.05,84560.05,84561.77,Yahoo-Interpolated
2025-10-30,10:51:15,84568.61,10.68,0.0126,0,84573.61,84563.61,84568.90,Yahoo-Interpolated
2025-10-30,10:51:20,84572.16,14.23,0.0168,0,84577.16,84567.16,84567.22,Yahoo-Interpolated
2025-10-30,10:51:25,84575.72,17.79,0.0210,0,84580.72,84570.72,84571.64,Yahoo-Interpolated
2025-10-30,10:51:30,84579.28,21.35,0.0253,0,84584.28,84574.28,84577.75,Yahoo-Interpolated
2025-10-30,10:51:35,84582.84,24.91,0.0295,0,84587.84,84577.84,84578.16,Yahoo-Interpolated
2025-10-30,10:51:40,84586.40,28.47,0.0337,0,84591.40,84581.40,84586.87,Yahoo-Interpolated
2025-10-30,10:51:45,84589.96,32.03,0.0379,0,84594.96,84584.96,84587.91,Yahoo-Interpolated
2025-10-30,10:51:50,84593.52,35.59,0.0421,0,84598.52,84588.52,84597.08,Yahoo-Interpolated
2025-10-30,10:51:55,84597.07,39.14,0.0463,0,84602.07,84592.07,84599.89,Yahoo-Interpolated
2025-10-30,10:52:00,84600.63,0.00,0.0000,0,84605.63,84595.63,84600.03,Yahoo-Interpolated
2025-10-30,10:52:05,84598.90,-1.74,-0.0021,0,84603.90,84593.90,84599.86,Yahoo-Interpolated
2025-10-30,10:52:10,84597.16,-3.47,-0.0041,0,84602.16,84592.16,84600.74,Yahoo-Interpolated
2025-10-30,10:52:15,84595.42,-5.21,-0.0062,0,84600.42,84590.42,84595.49,Yahoo-Interpolated
2025-10-30,10:52:20,84593.69,-6.95,-0.0082,0,84598.69,84588.69,84594.46,Yahoo-Interpolated
2025-10-30,10:52:25,84591.95,-8.68,-0.0103,0,84596.95,84586.95,84596.44,Yahoo-Interpolated
2025-10-30,10:52:30,84590.21,-10.42,-0.0123,0,84595.21,84585.21,84592.47,Yahoo-Interpolated
2025-10-30,10:52:35,84588.48,-12.15,-0.0144,0,84593.48,84583.48,84591.09,Yahoo-Interpolated
2025-10-30,10:52:40,84586.74,-13.89,-0.0164,0,84591.74,84581.74,84590.18,Yahoo-Interpolated
2025-10-30,10:52:45,84585.01,-15.63,-0.0185,0,84590.01,84580.01,84581.13,Yahoo-Interpolated
2025-10-30,10:52:50,84583.27,-17.36,-0.0205,0,84588.27,84578.27,84580.22,Yahoo-Interpolated
2025-10-30,10:52:55,84581.53,-19.10,-0.0226,0,84586.53,84576.53,84578.08,Yahoo-Interpolated
2025-10-30,10:53:00,84579.80,0.00,0.0000,0,84584.80,84574.80,84582.27,Yahoo-Interpolated
2025-10-30,10:53:05,84578.46,-1.33,-0.0016,0,84583.46,84573.46,84577.18,Yahoo-Interpolated
2025-10-30,10:53:10,84577.13,-2.66,-0.0031,0,84582.13,84572.13,84576.00,Yahoo-Interpolated
2025-10-30,10:53:15,84575.80,-4.00,-0.0047,0,84580.80,84570.80,84576.94,Yahoo-Interpolated
2025-10-30,10:53:20,84574.47,-5.33,-0.0063,0,84579.47,84569.47,84576.57,Yahoo-Interpolated
2025-10-30,10:53:25,84573.14,-6.66,-0.0079,0,84578.14,84568.14,84572.05,Yahoo-Interpolated
2025-10-30,10:53:30,84571.80,-7.99,-0.0094,0,84576.80,84566.80,84575.27,Yahoo-Interpolated
2025-10-30,10:53:35,84570.47,-9.32,-0.0110,0,84575.47,84565.47,84568.25,Yahoo-Interpolated
2025-10-30,10:53:40,84569.14,-10.66,-0.0126,0,84574.14,84564.14,84571.04,Yahoo-Interpolated
2025-10-30,10:53:45,84567.81,-11.99,-0.0142,0,84572.81,84562.81,84569.85,Yahoo-Interpolated
2025-10-30,10:53:50,84566.48,-13.32,-0.0157,0,84571.48,84561.48,84564.78,Yahoo-Interpolated
2025-10-30,10:53:55,84565.14,-14.65,-0.0173,0,84570.14,84560.14,84569.26,Yahoo-Interpolated
2025-10-30,10:54:00,84563.81,0.00,0.0000,0,84568.81,84558.81,84559.37,Yahoo-Interpolated
2025-10-30,10:54:05,84564.00,0.19,0.0002,0,84569.00,84559.00,84562.17,Yahoo-Interpolated
2025-10-30,10:54:10,84564.19,0.38,0.0005,0,84569.19,84559.19,84561.93,Yahoo-Interpolated
2025-10-30,10:54:15,84564.38,0.57,0.0007,0,84569.38,84559.38,84568.18,Yahoo-Interpolated
2025-10-30,10:54:20,84564.58,0.76,0.0009,0,84569.58,84559.58,84560.43,Yahoo-Interpolated
2025-10-30,10:54:25,84564.77,0.95,0.0011,0,84569.77,84559.77,84564.66,Yahoo-Interpolated
2025-10-30,10:54:30,84564.96,1.14,0.0014,0,84569.96,84559.96,84567.30,Yahoo-Interpolated
2025-10-30,10:54:35,84565.15,1.34,0.0016,0,84570.15,84560.15,84567.82,Yahoo-Interpolated
2025-10-30,10:54:40,84565.34,1.53,0.0018,0,84570.34,84560.34,84570.25,Yahoo-Interpolated
2025-10-30,10:54:45,84565.53,1.72,0.0020,0,84570.53,84560.53,84566.27,Yahoo-Interpolated
2025-10-30,10:54:50,84565.72,1.91,0.0023,0,84570.72,84560.72,84562.44,Yahoo-Interpolated
2025-10-30,10:54:55,84565.91,2.10,0.0025,0,84570.91,84560.91,84568.39,Yahoo-Interpolated
2025-10-30,10:55:00,84566.10,0.00,0.0000,0,84571.10,84561.10,84562.54,Yahoo-Interpolated
2025-10-30,10:55:05,84569.09,2.99,0.0035,0,84574.09,84564.09,84565.63,Yahoo-Interpolated
2025-10-30,10:55:10,84572.08,5.98,0.0071,0,84577.08,84567.08,84572.62,Yahoo-Interpolated
2025-10-30,10:55:15,84575.08,8.97,0.0106,0,84580.08,84570.08,84576.38,Yahoo-Interpolated
2025-10-30,10:55:20,84578.07,11.97,0.0142,0,84583.07,84573.07,84573.52,Yahoo-Interpolated
2025-10-30,10:55:25,84581.06,14.96,0.0177,0,84586.06,84576.06,84579.96,Yahoo-Interpolated
2025-10-30,10:55:30,84584.05,17.95,0.0212,0,84589.05,84579.05,84580.70,Yahoo-Interpolated
2025-10-30,10:55:35,84587.04,20.94,0.0248,0,84592.04,84582.04,84585.59,Yahoo-Interpolated
2025-10-30,10:55:40,84590.03,23.93,0.0283,0,84595.03,84585.03,84591.23,Yahoo-Interpolated
2025-10-30,10:55:45,84593.03,26.92,0.0318,0,84598.03,84588.03,84594.29,Yahoo-Interpolated
2025-10-30,10:55:50,84596.02,29.92,0.0354,0,84601.02,84591.02,84600.88,Yahoo-Interpolated
2025-10-30,10:55:55,84599.01,32.91,0.0389,0,84604.01,84594.01,84597.55,Yahoo-Interpolated
2025-10-30,10:56:00,84602.00,0.00,0.0000,0,84607.00,84597.00,84603.40,Yahoo-Interpolated
2025-10-30,10:56:05,84600.43,-1.57,-0.0019,0,84605.43,84595.43,84603.40,Yahoo-Interpolated
2025-10-30,10:56:10,84598.85,-3.15,-0.0037,0,84603.85,84593.85,84600.10,Yahoo-Interpolated
2025-10-30,10:56:15,84597.28,-4.72,-0.0056,0,84602.28,84592.28,84600.50,Yahoo-Interpolated
2025-10-30,10:56:20,84595.71,-6.29,-0.0074,0,84600.71,84590.71,84594.78,Yahoo-Interpolated
2025-10-30,10:56:25,84594.13,-7.87,-0.0093,0,84599.13,84589.13,84590.61,Yahoo-Interpolated
2025-10-30,10:56:30,84592.56,-9.44,-0.0112,0,84597.56,84587.56,84594.04,Yahoo-Interpolated
2025-10-30,10:56:35,84590.99,-11.01,-0.0130,0,84595.99,84585.99,84590.26,Yahoo-Interpolated
2025-10-30,10:56:40,84589.41,-12.59,-0.0149,0,84594.41,84584.41,84588.09,Yahoo-Interpolated
2025-10-30,10:56:45,84587.84,-14.16,-0.0167,0,84592.84,84582.84,84583.47,Yahoo-Interpolated
2025-10-30,10:56:50,84586.26,-15.74,-0.0186,0,84591.26,84581.26,84587.16,Yahoo-Interpolated
2025-10-30,10:56:55,84584.69,-17.31,-0.0205,0,84589.69,84579.69,84583.98,Yahoo-Interpolated
2025-10-30,10:57:00,84583.12,0.00,0.0000,0,84588.12,84578.12,84587.83,Yahoo-Interpolated
2025-10-30,10:57:05,84583.33,0.22,0.0003,0,84588.33,84578.33,84584.07,Yahoo-Interpolated
2025-10-30,10:57:10,84583.55,0.43,0.0005,0,84588.55,84578.55,84578.87,Yahoo-Interpolated
2025-10-30,10:57:15,84583.77,0.65,0.0008,0,84588.77,84578.77,84583.26,Yahoo-Interpolated
2025-10-30,10:57:20,84583.99,0.87,0.0010,0,84588.99,84578.99,84588.48,Yahoo-Interpolated
2025-10-30,10:57:25,84584.20,1.09,0.0013,0,84589.20,84579.20,84581.66,Yahoo-Interpolated
2025-10-30,10:57:30,84584.42,1.30,0.0015,0,84589.42,84579.42,84589.17,Yahoo-Interpolated
2025-10-30,10:57:35,84584.64,1.52,0.0018,0,84589.64,84579.64,84583.73,Yahoo-Interpolated
2025-10-30,10:57:40,84584.86,1.74,0.0021,0,84589.86,84579.86,84581.12,Yahoo-Interpolated
2025-10-30,10:57:45,84585.07,1.96,0.0023,0,84590.07,84580.07,84587.17,Yahoo-Interpolated
2025-10-30,10:57:50,84585.29,2.17,0.0026,0,84590.29,84580.29,84581.12,Yahoo-Interpolated
2025-10-30,10:57:55,84585.51,2.39,0.0028,0,84590.51,84580.51,84582.90,Yahoo-Interpolated
2025-10-30,10:58:00,84585.73,0.00,0.0000,0,84590.73,84580.73,84581.15,Yahoo-Interpolated
2025-10-30,10:58:05,84581.53,-4.19,-0.0050,0,84586.53,84576.53,84576.80,Yahoo-Interpolated
2025-10-30,10:58:10,84577.34,-8.39,-0.0099,0,84582.34,84572.34,84577.77,Yahoo-Interpolated
2025-10-30,10:58:15,84573.14,-12.58,-0.0149,0,84578.14,84568.14,84568.38,Yahoo-Interpolated
2025-10-30,10:58:20,84568.95,-16.78,-0.0198,0,84573.95,84563.95,84573.54,Yahoo-Interpolated
2025-10-30,10:58:25,84564.75,-20.97,-0.0248,0,84569.75,84559.75,84564.76,Yahoo-Interpolated
2025-10-30,10:58:30,84560.56,-25.17,-0.0298,0,84565.56,84555.56,84565.42,Yahoo-Interpolated
2025-10-30,10:58:35,84556.36,-29.36,-0.0347,0,84561.36,84551.36,84553.21,Yahoo-Interpolated
2025-10-30,10:58:40,84552.17,-33.56,-0.0397,0,84557.17,84547.17,84549.81,Yahoo-Interpolated
2025-10-30,10:58:45,84547.97,-37.75,-0.0446,0,84552.97,84542.97,84545.50,Yahoo-Interpolated
2025-10-30,10:58:50,84543.78,-41.95,-0.0496,0,84548.78,84538.78,84542.09,Yahoo-Interpolated
2025-10-30,10:58:55,84539.59,-46.14,-0.0545,0,84544.59,84534.59,84536.05,Yahoo-Interpolated
2025-10-30,10:59:00,84535.39,0.00,0.0000,0,84540.39,84530.39,84539.21,Yahoo-Interpolated
2025-10-30,10:59:05,84534.61,-0.78,-0.0009,0,84539.61,84529.61,84530.66,Yahoo-Interpolated
2025-10-30,10:59:10,84533.84,-1.55,-0.0018,0,84538.84,84528.84,84533.64,Yahoo-Interpolated
2025-10-30,10:59:15,84533.06,-2.33,-0.0028,0,84538.06,84528.06,84534.93,Yahoo-Interpolated
2025-10-30,10:59:20,84532.28,-3.11,-0.0037,0,84537.28,84527.28,84528.31,Yahoo-Interpolated
2025-10-30,10:59:25,84531.50,-3.89,-0.0046,0,84536.50,84526.50,84535.23,Yahoo-Interpolated
2025-10-30,10:59:30,84530.73,-4.66,-0.0055,0,84535.73,84525.73,84530.70,Yahoo-Interpolated
2025-10-30,10:59:35,84529.95,-5.44,-0.0064,0,84534.95,84524.95,84533.43,Yahoo-Interpolated
2025-10-30,10:59:40,84529.17,-6.22,-0.0074,0,84534.17,84524.17,84525.25,Yahoo-Interpolated
2025-10-30,10:59:45,84528.39,-7.00,-0.0083,0,84533.39,84523.39,84525.03,Yahoo-Interpolated
2025-10-30,10:59:50,84527.62,-7.77,-0.0092,0,84532.62,84522.62,84525.48,Yahoo-Interpolated
2025-10-30,10:59:55,84526.84,-8.55,-0.0101,0,84531.84,84521.84,84530.03,Yahoo-Interpolated
2025-10-30,11:00:00,84526.06,0.00,0.0000,0,84531.06,84521.06,84526.95,Yahoo-Interpolated
2025-10-30,11:00:05,84526.98,0.92,0.0011,0,84531.98,84521.98,84523.79,Yahoo-Interpolated
2025-10-30,11:00:10,84527.90,1.84,0.0022,0,84532.90,84522.90,84530.87,Yahoo-Interpolated
2025-10-30,11:00:15,84528.82,2.76,0.0033,0,84533.82,84523.82,84531.04,Yahoo-Interpolated
2025-10-30,11:00:20,84529.74,3.68,0.0044,0,84534.74,84524.74,84525.37,Yahoo-Interpolated
2025-10-30,11:00:25,84530.67,4.60,0.0054,0,84535.67,84525.67,84533.83,Yahoo-Interpolated
2025-10-30,11:00:30,84531.59,5.52,0.0065,0,84536.59,84526.59,84531.51,Yahoo-Interpolated
2025-10-30,11:00:35,84532.51,6.44,0.0076,0,84537.51,84527.51,84533.13,Yahoo-Interpolated
2025-10-30,11:00:40,84533.43,7.36,0.0087,0,84538.43,84528.43,84537.27,Yahoo-Interpolated
2025-10-30,11:00:45,84534.35,8.29,0.0098,0,84539.35,84529.35,84534.84,Yahoo-Interpolated
2025-10-30,11:00:50,84535.27,9.21,0.0109,0,84540.27,84530.27,84531.64,Yahoo-Interpolated
2025-10-30,11:00:55,84536.19,10.13,0.0120,0,84541.19,84531.19,84540.55,Yahoo-Interpolated
2025-10-30,11:01:00,84537.11,0.00,0.0000,0,84542.11,84532.11,84537.12,Yahoo-Interpolated
2025-10-30,11:01:05,84540.91,3.80,0.0045,0,84545.91,84535.91,84538.49,Yahoo-Interpolated
2025-10-30,11:01:10,84544.71,7.61,0.0090,0,84549.71,84539.71,84549.33,Yahoo-Interpolated
2025-10-30,11:01:15,84548.52,11.41,0.0135,0,84553.52,84543.52,84545.91,Yahoo-Interpolated
2025-10-30,11:01:20,84552.32,15.21,0.0180,0,84557.32,84547.32,84549.14,Yahoo-Interpolated
2025-10-30,11:01:25,84556.12,19.01,0.0225,0,84561.12,84551.12,84551.92,Yahoo-Interpolated
2025-10-30,11:01:30,84559.93,22.82,0.0270,0,84564.93,84554.93,84564.18,Yahoo-Interpolated
2025-10-30,11:01:35,84563.73,26.62,0.0315,0,84568.73,84558.73,84561.31,Yahoo-Interpolated
2025-10-30,11:01:40,84567.53,30.42,0.0360,0,84572.53,84562.53,84565.97,Yahoo-Interpolated
2025-10-30,11:01:45,84571.33,34.22,0.0405,0,84576.33,84566.33,84575.32,Yahoo-Interpolated
2025-10-30,11:01:50,84575.14,38.03,0.0450,0,84580.14,84570.14,84571.15,Yahoo-Interpolated
2025-10-30,11:01:55,84578.94,41.83,0.0495,0,84583.94,84573.94,84583.89,Yahoo-Interpolated
2025-10-30,11:02:00,84582.74,0.00,0.0000,0,84587.74,84577.74,84583.28,Yahoo-Interpolated
2025-10-30,11:02:05,84583.65,0.91,0.0011,0,84588.65,84578.65,84587.03,Yahoo-Interpolated
2025-10-30,11:02:10,84584.56,1.82,0.0022,0,84589.56,84579.56,84581.16,Yahoo-Interpolated
2025-10-30,11:02:15,84585.47,2.73,0.0032,0,84590.47,84580.47,84585.70,Yahoo-Interpolated
2025-10-30,11:02:20,84586.39,3.64,0.0043,0,84591.39,84581.39,84586.55,Yahoo-Interpolated
2025-10-30,11:02:25,84587.30,4.55,0.0054,0,84592.30,84582.30,84586.42,Yahoo-Interpolated
2025-10-30,11:02:30,84588.21,5.46,0.0065,0,84593.21,84583.21,84589.04,Yahoo-Interpolated
2025-10-30,11:02:35,84589.12,6.38,0.0075,0,84594.12,84584.12,84588.56,Yahoo-Interpolated
2025-10-30,11:02:40,84590.03,7.29,0.0086,0,84595.03,84585.03,84591.48,Yahoo-Interpolated
2025-10-30,11:02:45,84590.94,8.20,0.0097,0,84595.94,84585.94,84592.03,Yahoo-Interpolated
2025-10-30,11:02:50,84591.85,9.11,0.0108,0,84596.85,84586.85,84591.65,Yahoo-Interpolated
2025-10-30,11:02:55,84592.76,10.02,0.0118,0,84597.76,84587.76,84590.76,Yahoo-Interpolated
2025-10-30,11:03:00,84593.67,0.00,0.0000,0,84598.67,84588.67,84591.57,Yahoo-Interpolated
2025-10-30,11:03:05,84592.96,-0.71,-0.0008,0,84597.96,84587.96,84590.35,Yahoo-Interpolated
2025-10-30,11:03:10,84592.24,-1.43,-0.0017,0,84597.24,84587.24,84595.61,Yahoo-Interpolated
2025-10-30,11:03:15,84591.53,-2.14,-0.0025,0,84596.53,84586.53,84595.06,Yahoo-Interpolated
2025-10-30,11:03:20,84590.82,-2.86,-0.0034,0,84595.82,84585.82,84589.52,Yahoo-Interpolated
2025-10-30,11:03:25,84590.10,-3.57,-0.0042,0,84595.10,84585.10,84588.57,Yahoo-Interpolated
2025-10-30,11:03:30,84589.39,-4.29,-0.0051,0,84594.39,84584.39,84590.60,Yahoo-Interpolated
2025-10-30,11:03:35,84588.67,-5.00,-0.0059,0,84593.67,84583.67,84591.14,Yahoo-Interpolated
2025-10-30,11:03:40,84587.96,-5.71,-0.0068,0,84592.96,84582.96,84592.12,Yahoo-Interpolated
2025-10-30,11:03:45,84587.24,-6.43,-0.0076,0,84592.24,84582.24,84585.58,Yahoo-Interpolated
2025-10-30,11:03:50,84586.53,-7.14,-0.0084,0,84591.53,84581.53,84585.47,Yahoo-Interpolated
2025-10-30,11:03:55,84585.82,-7.86,-0.0093,0,84590.82,84580.82,84585.47,Yahoo-Interpolated
2025-10-30,11:04:00,84585.10,0.00,0.0000,0,84590.10,84580.10,84589.96,Yahoo-Interpolated
2025-10-30,11:04:05,84585.13,0.03,0.0000,0,84590.13,84580.13,84587.44,Yahoo-Interpolated
2025-10-30,11:04:10,84585.16,0.06,0.0001,0,84590.16,84580.16,84590.09,Yahoo-Interpolated
2025-10-30,11:04:15,84585.19,0.08,0.0001,0,84590.19,84580.19,84588.86,Yahoo-Interpolated
2025-10-30,11:04:20,84585.21,0.11,0.0001,0,84590.21,84580.21,84585.78,Yahoo-Interpolated
2025-10-30,11:04:25,84585.24,0.14,0.0002,0,84590.24,84580.24,84582.34,Yahoo-Interpolated
2025-10-30,11:04:30,84585.27,0.17,0.0002,0,84590.27,84580.27,84584.60,Yahoo-Interpolated
2025-10-30,11:04:35,84585.30,0.20,0.0002,0,84590.30,84580.30,84588.60,Yahoo-Interpolated
2025-10-30,11:04:40,84585.33,0.22,0.0003,0,84590.33,84580.33,84582.28,Yahoo-Interpolated
2025-10-30,11:04:45,84585.35,0.25,0.0003,0,84590.35,84580.35,84585.66,Yahoo-Interpolated
2025-10-30,11:04:50,84585.38,0.28,0.0003,0,84590.38,84580.38,84583.69,Yahoo-Interpolated
2025-10-30,11:04:55,84585.41,0.31,0.0004,0,84590.41,84580.41,84587.33,Yahoo-Interpolated
2025-10-30,11:05:00,84585.44,0.00,0.0000,0,84590.44,84580.44,84588.38,Yahoo-Interpolated
2025-10-30,11:05:05,84588.22,2.78,0.0033,0,84593.22,84583.22,84589.14,Yahoo-Interpolated
2025-10-30,11:05:10,84591.00,5.56,0.0066,0,84596.00,84586.00,84586.96,Yahoo-Interpolated
2025-10-30,11:05:15,84593.78,8.35,0.0099,0,84598.78,84588.78,84591.35,Yahoo-Interpolated
2025-10-30,11:05:20,84596.57,11.13,0.0132,0,84601.57,84591.57,84593.43,Yahoo-Interpolated
2025-10-30,11:05:25,84599.35,13.91,0.0164,0,84604.35,84594.35,84601.08,Yahoo-Interpolated
